FUNKSFAM	N_annotations	annotation list
61233	28	61233_645652170 A5IKT5 EMBL:CP000702 RefSeq:YP_001244384.1 ProteinModelPortal:A5IKT5 STRING:390874.Tpet_0789 EnsemblBacteria:ABQ46808 GeneID:5171064 KEGG:tpt:Tpet_0789 PATRIC:23944370 eggNOG:COG0820 HOGENOM:HOG000279366 KO:K06941 OMA:KFLIKIT OrthoDB:EOG6JTC70 ProtClustDB:CLSK874992 BioCyc:TPET390874:GHJI-819-MONOMER GO:GO:0005737 GO:GO:0051539 GO:GO:0046872 GO:GO:0008173 GO:GO:0001510 GO:GO:0006364 Gene3D:3.20.20.70 InterPro:IPR013785 InterPro:IPR004383 PANTHER:PTHR30544 PIRSF:PIRSF006004
61150	11	61150_645524573 D9SSN2 EMBL:CP002160 RefSeq:YP_003842393.1 EnsemblBacteria:ADL50629 GeneID:9607705 KEGG:ccb:Clocel_0859 PATRIC:41739212 HOGENOM:HOG000165036 OMA:QFLISED BioCyc:CCEL573061:GIXD-897-MONOMER
61081	5	61081_645441534 C5QAU4 EMBL:ACHE01000069 EnsemblBacteria:EES57697 PATRIC:31389527
61077	13	61077_640235314 E6XH38 EMBL:CP002457 RefSeq:YP_006011537.1 RefSeq:YP_006011777.1 EnsemblBacteria:ADV56071 EnsemblBacteria:ADV56311 GeneID:12606995 GeneID:12607254 KEGG:shp:Sput200_3692 KEGG:shp:Sput200_3952 BioCyc:SPUT399804:GLK4-3804-MONOMER BioCyc:SPUT399804:GLK4-4063-MONOMER
61010	5	61010_645354256 D6BF69 EMBL:EQ999805 EnsemblBacteria:EFD80816 PATRIC:28733957
60815	11	60815_645150718 D1AH49 EMBL:CP001739 RefSeq:YP_003308014.1 EnsemblBacteria:ACZ08083 GeneID:8596694 KEGG:str:Sterm_1215 PATRIC:32406394 HOGENOM:HOG000293040 OrthoDB:EOG67T5F3 BioCyc:STER526218:GHLD-1225-MONOMER
60669	12	60669_642875325 D3EE99 EMBL:CP001793 RefSeq:YP_003243036.1 EnsemblBacteria:ACX65229 GeneID:8517143 KEGG:gym:GYMC10_2959 PATRIC:32154525 HOGENOM:HOG000049576 OMA:YIAQVWT OrthoDB:EOG683S4Q BioCyc:PSP481743:GH8K-3006-MONOMER
60594	11	60594_644090813 D1BNU1 EMBL:CP001820 RefSeq:YP_003312328.1 EnsemblBacteria:ACZ25048 GeneID:8636854 KEGG:vpr:Vpar_1370 PATRIC:32532050 OMA:DISLEYH OrthoDB:EOG6BKJFQ BioCyc:VPAR479436:GHOS-1415-MONOMER
60553	5	60553_640999350 A5Z8E8 EMBL:AAVL02000036 EnsemblBacteria:EDM50671 PATRIC:31244101
60500	5	60500_641053043 A7B2B5 EMBL:AAYG02000012 EnsemblBacteria:EDN77886 PATRIC:29785324
60389	11	60389_644283483 E3D995 EMBL:CP002104 RefSeq:YP_003985662.1 EnsemblBacteria:ADP38639 GeneID:9904112 KEGG:gvg:HMPREF0421_20557 PATRIC:42627987 HOGENOM:HOG000059179 OrthoDB:EOG66B423 BioCyc:GVAG525284:GI3V-579-MONOMER
60271	7	60271_645101844 B7WR68 EMBL:AAUJ02000001 EnsemblBacteria:EED65225 PATRIC:29051781 InterPro:IPR023982 TIGRFAMs:TIGR04029
60213	5	60213_642153161 B1RW31 EMBL:ABES01000001 EnsemblBacteria:EDT49077 PATRIC:38574320
60151	5	60151_641411801 A8SKP6 EMBL:ABEE02000016 EnsemblBacteria:EDP24161 PATRIC:25888116
59942	14	59942_642836137 Q181H3 EMBL:AM180355 RefSeq:YP_001090097.1 STRING:272563.CD3573 EnsemblBacteria:CAJ70480 GeneID:4915871 KEGG:cdf:CD630_35730 PATRIC:19445733 HOGENOM:HOG000122657 OMA:MAMRLTH OrthoDB:EOG683S8F ProtClustDB:CLSK2535672 BioCyc:CDIF272563:GJFE-3839-MONOMER
59802	5	59802_644293525 C0X1G6 EMBL:ACGL01000027 EnsemblBacteria:EEI13201 PATRIC:26764110
59696	11	59696_642263480 Q1R623 EMBL:CP000243 RefSeq:YP_542722.1 EnsemblBacteria:ABE09191 GeneID:3991231 KEGG:eci:UTI89_C3754 OMA:FYINAGR OrthoDB:EOG625K5S ProtClustDB:CLSK908271 BioCyc:ECOL364106:GHPQ-3724-MONOMER
59626	8	59626_641141352 A6EHN1 EMBL:ABCM01000017 ProteinModelPortal:A6EHN1 EnsemblBacteria:EDM35057 PATRIC:31342249 Gene3D:2.40.160.10 InterPro:IPR023614
59573	15	59573_638928362 A2TZK0 EMBL:CP004349 RefSeq:YP_007671340.1 PRIDE:A2TZK0 EnsemblBacteria:EAQ42375 GeneID:7750110 KEGG:pom:MED152_06635 PATRIC:31152674 Gene3D:2.130.10.10 InterPro:IPR026444 InterPro:IPR011040 InterPro:IPR015943 SUPFAM:SSF50939 TIGRFAMs:TIGR04183
59420	13	59420_645239040 B4RMV1 EMBL:CP001050 RefSeq:YP_002002086.1 STRING:521006.NGK_1461 EnsemblBacteria:ACF30127 GeneID:6447989 KEGG:ngk:NGK_1461 PATRIC:20341373 OMA:YIKEIRQ OrthoDB:EOG6W45ZH ProtClustDB:CLSK2334261 BioCyc:NGON521006:GJ73-1485-MONOMER
59371	5	59371_644610085 C2ZHH8 EMBL:ACMS01000359 EnsemblBacteria:EEL84534 PATRIC:24808760
59255	13	59255_642886385 E0ULK3 EMBL:CP002199 RefSeq:YP_003899899.1 EnsemblBacteria:ADN17833 GeneID:9750695 KEGG:cyj:Cyan7822_5985 PATRIC:42293882 HOGENOM:HOG000069464 OMA:HQFITED BioCyc:CSP497965:GJAC-6044-MONOMER InterPro:IPR027417 SUPFAM:SSF52540
59206	9	59206_641132886 A6DTR9 EMBL:ABCK01000041 ProteinModelPortal:A6DTR9 TCDB:1.B.62.1.9 EnsemblBacteria:EDM24940 PATRIC:29248830 Gene3D:2.40.160.10 InterPro:IPR023614
59002	11	59002_645158120 D2QM08 EMBL:CP001769 RefSeq:YP_003386163.1 EnsemblBacteria:ADB37364 GeneID:8725047 KEGG:sli:Slin_1314 PATRIC:32432527 HOGENOM:HOG000025154 OMA:QKTRIDF BioCyc:SLIN504472:GHKB-1319-MONOMER
58940	8	58940_644266245 D4MPD4 EMBL:FP929060 RefSeq:YP_007809270.1 EnsemblBacteria:CBL35620 GeneID:15233222 KEGG:bprm:CL3_03830 PATRIC:42782039
58880	12	58880_645150726 D1AH41 EMBL:CP001739 RefSeq:YP_003308006.1 EnsemblBacteria:ACZ08075 GeneID:8596686 KEGG:str:Sterm_1207 PATRIC:32406376 HOGENOM:HOG000104842 OMA:ATEFNTW OrthoDB:EOG6PGK5M BioCyc:STER526218:GHLD-1217-MONOMER
58645	5	58645_643195845 E2N3X8 EMBL:ABZV01000011 EnsemblBacteria:EEB65338 PATRIC:30380276
58544	9	58544_644337963 E5QUM9 EMBL:CP002110 RefSeq:YP_005746424.1 EnsemblBacteria:ADQ75804 GeneID:12334021 KEGG:suq:HMPREF0772_10342 OMA:FCISENV BioCyc:SAUR548473:GLKT-362-MONOMER
58501	10	58501_645603498 D5CUA9 EMBL:CP001965 RefSeq:YP_003522831.1 EnsemblBacteria:ADE10444 GeneID:8890859 KEGG:slt:Slit_0202 PATRIC:35398476 HOGENOM:HOG000061882 BioCyc:SLIT580332:GH9F-204-MONOMER
58487	7	58487_642191825 B0N872 EMBL:ABFX02000008 EnsemblBacteria:EDS18010 PATRIC:27224461 InterPro:IPR023811 TIGRFAMs:TIGR04076
69241	10	69241_645641843 E6UP59 EMBL:CP002416 RefSeq:YP_005688867.1 EnsemblBacteria:ADU75416 GeneID:12422139 KEGG:ctx:Clo1313_2399 PATRIC:45479830 OMA:ANERGFY BioCyc:CTHE637887:GLBN-2452-MONOMER
69184	5	69184_641746975 A5TW80 EMBL:CM000440 EnsemblBacteria:EDK89155 PATRIC:30266477
69155	9	69155_638997135 A4BBE0 EMBL:AAOE01000003 EnsemblBacteria:EAR10753 PATRIC:28429167 GO:GO:0004519 GO:GO:0003676 InterPro:IPR002711 Pfam:PF01844
69116	14	69116_643982974 D4H677 EMBL:CP001968 RefSeq:YP_003503679.1 EnsemblBacteria:ADD67723 GeneID:8875293 KEGG:dap:Dacet_0945 PATRIC:35351826 BioCyc:DACE522772:GHC2-958-MONOMER GO:GO:0009055 GO:GO:0020037 InterPro:IPR009056 SUPFAM:SSF46626 PROSITE:PS51007
68805	8	68805_640235884 E6XJB8 EMBL:CP002457 RefSeq:YP_006011934.1 EnsemblBacteria:ADV56468 GeneID:12607422 KEGG:shp:Sput200_4113 BioCyc:SPUT399804:GLK4-4227-MONOMER
68746	8	68746_643917753 D4K2K7 EMBL:FP929045 RefSeq:YP_007836034.1 EnsemblBacteria:CBK97750 GeneID:15241482 KEGG:fpr:FP2_00340 PATRIC:43004737
68647	11	68647_643093620 D7FEZ7 EMBL:FN598874 RefSeq:YP_003729218.1 EnsemblBacteria:CBI66754 GeneID:9350036 KEGG:hpl:HPB8_1197 PATRIC:38176697 HOGENOM:HOG000062145 OMA:QVCIIFD BioCyc:HPYL693745:GJAE-1218-MONOMER
68622	6	68622_642098438 B1BM22 EMBL:ABDU01000076 ProteinModelPortal:B1BM22 EnsemblBacteria:EDS79126 PATRIC:30623013
68516	5	68516_643086963 E2M9C8 EMBL:ABSM01000004 EnsemblBacteria:EEB61227 PATRIC:25622055
68487	12	68487_645651956 D5X2U7 EMBL:CP002021 RefSeq:YP_003641775.1 EnsemblBacteria:ADG29445 GeneID:9150759 KEGG:tin:Tint_0029 PATRIC:38290508 HOGENOM:HOG000070314 BioCyc:TINT75379:GH6C-29-MONOMER InterPro:IPR006311 PROSITE:PS51318
68354	10	68354_645545958 D3RPW1 EMBL:CP001896 RefSeq:YP_003444604.1 EnsemblBacteria:ADC63572 GeneID:8788051 KEGG:alv:Alvin_2663 PATRIC:31925104 HOGENOM:HOG000077137 BioCyc:AVIN572477:GCJK-2724-MONOMER
68288	14	68288_641869686 Q8ZMP3 EMBL:AE006468 RefSeq:NP_461688.1 STRING:99287.STM2761 EnsemblBacteria:AAL21647 GeneID:1254284 KEGG:stm:STM2761 PATRIC:32384188 HOGENOM:HOG000071592 OMA:SIRIAIP OrthoDB:EOG6BGNW9 ProtClustDB:CLSK516288 BioCyc:SENT99287:GCTI-2778-MONOMER
68226	5	68226_640997542 A5Z3D5 EMBL:AAVL02000022 EnsemblBacteria:EDM52530 PATRIC:31246655
68158	33	68158_641065851 Q8RSF1 EMBL:AF246898 EMBL:HM171374 EMBL:HM448897 EMBL:JF911487 EMBL:JF911489 EMBL:JF911491 EMBL:JF911492 EMBL:JF911494 EMBL:JF911495 EMBL:JF911496 EMBL:JF911497 EMBL:KC686791 EMBL:KC686792 EMBL:KC686793 EMBL:KC686794 EMBL:KC686795 EMBL:KC686796 EMBL:KC686797 EMBL:KC686798 EMBL:KC686799 EMBL:KC686800 EMBL:KC686801 EMBL:KC686802 EMBL:KC686803 EMBL:KC686804 EMBL:KC686805 EMBL:KC686807 EMBL:KC686808 EMBL:AB795223 EMBL:AB795224 EMBL:CR931638
68120	12	68120_645606435 D9TSS2 EMBL:CP002171 RefSeq:YP_003851171.1 EnsemblBacteria:ADL68087 GeneID:9706069 KEGG:ttm:Tthe_0524 PATRIC:42450334 BioCyc:TTHE580327:GHGH-556-MONOMER GO:GO:0016779 InterPro:IPR002934 Pfam:PF01909
68045	7	68045_645611199 C6PNY1 EMBL:ACVI01000005 EMBL:GG770685 EnsemblBacteria:EET89059 EnsemblBacteria:EFG88388 PATRIC:26463681
68043	13	68043_644408403 D0L1B7 EMBL:CP001801 RefSeq:YP_003263537.1 STRING:555778.Hneap_1664 EnsemblBacteria:ACX96490 GeneID:8534822 KEGG:hna:Hneap_1664 eggNOG:NOG115218 HOGENOM:HOG000296804 OMA:AMFETES OrthoDB:EOG6JMN0G BioCyc:HNEA555778:GIVV-1710-MONOMER
67872	11	67872_645154498 D1C1N3 EMBL:CP001823 RefSeq:YP_003318972.1 EnsemblBacteria:ACZ38150 GeneID:8638094 KEGG:sti:Sthe_0713 PATRIC:32424145 OMA:VTEGFGN OrthoDB:EOG6X6RBX BioCyc:STHE479434:GHJN-722-MONOMER
67816	6	67816_638433364 Q4BY53 EMBL:AADV02000113 REBASE:16689 EnsemblBacteria:EAM48826 PATRIC:27706955
67752	12	67752_645150623 D1AI27 EMBL:CP001739 RefSeq:YP_003308342.1 EnsemblBacteria:ACZ08411 GeneID:8597022 KEGG:str:Sterm_1552 PATRIC:32407052 HOGENOM:HOG000130577 OMA:IEATENK OrthoDB:EOG6QZMTF BioCyc:STER526218:GHLD-1562-MONOMER
67581	10	67581_645524376 D9SSJ7 EMBL:CP002160 RefSeq:YP_003842358.1 EnsemblBacteria:ADL50594 GeneID:9607670 KEGG:ccb:Clocel_0824 PATRIC:42253676 OMA:KADWIDP BioCyc:CCEL573061:GIXD-862-MONOMER
67333	17	67333_645150444 D1AIJ6 EMBL:CP001739 RefSeq:YP_003308511.1 EnsemblBacteria:ACZ08580 GeneID:8597191 KEGG:str:Sterm_1722 PATRIC:32407394 OMA:VECTSIE OrthoDB:EOG6QG8DD BioCyc:STER526218:GHLD-1732-MONOMER GO:GO:0003824 GO:GO:0008152 InterPro:IPR022028 InterPro:IPR016195 Pfam:PF12228 SUPFAM:SSF89550
67001	5	67001_642207304 B0PGH5 EMBL:ABGD02000029 EnsemblBacteria:EDS09434 PATRIC:24516858
66812	5	66812_643092099 B9XTR6 EMBL:ABSX01000002 EnsemblBacteria:EEC23580 PATRIC:27519824
66547	5	66547_641747560 A5TUM0 EMBL:CM000440 EnsemblBacteria:EDK88595 PATRIC:30265301
66530	5	66530_644101333 C0B7D1 EMBL:ABVR01000037 EnsemblBacteria:EEG90824 PATRIC:29071292
66454	15	66454_639187982 B7V0E8 EMBL:FM209186 RefSeq:YP_002442569.1 STRING:557722.PLES_49881 EnsemblBacteria:CAW29742 GeneID:7180080 KEGG:pag:PLES_49881 PATRIC:19819827 eggNOG:NOG13513 HOGENOM:HOG000081604 OMA:AWRECIR OrthoDB:EOG65N1BP ProtClustDB:CLSK787999 BioCyc:PAER557722:GHJW-5060-MONOMER
66443	14	66443_644120420 Q045S3 EMBL:CP000413 RefSeq:YP_814237.1 ProteinModelPortal:Q045S3 STRING:324831.LGAS_0394 EnsemblBacteria:ABJ59799 GeneID:4440325 KEGG:lga:LGAS_0394 PATRIC:22228932 HOGENOM:HOG000005608 OrthoDB:EOG6423P6 ProtClustDB:CLSK767430 BioCyc:LGAS324831:GHTY-394-MONOMER
66406	15	66406_644441772 B4ETG0 EMBL:AM942759 RefSeq:YP_002150695.1 STRING:529507.PMI0938 EnsemblBacteria:CAR42083 GeneID:6801521 KEGG:pmr:PMI0938 PATRIC:20516549 eggNOG:NOG117947 HOGENOM:HOG000037847 OMA:FYAVAQM OrthoDB:EOG661HDF ProtClustDB:CLSK912709 BioCyc:PMIR529507:GJIW-951-MONOMER
66372	9	66372_644368172 C4GAU0 EMBL:ACIP02000002 ProteinModelPortal:C4GAU0 EnsemblBacteria:EEP28233 PATRIC:28586144 GO:GO:0016740 InterPro:IPR011004 SUPFAM:SSF51161
66152	5	66152_642792162 A5KT88 EMBL:AAXS01000110 EnsemblBacteria:EDK72352 PATRIC:25901047
65847	6	65847_639153782 Q1NVW9 EMBL:AAQF01000017 PRIDE:Q1NVW9 EnsemblBacteria:EAT05866 PATRIC:38440771
65621	16	65621_638988863 A4AN23 EMBL:CP002157 RefSeq:YP_003861695.1 EnsemblBacteria:EAR02395 GeneID:9718412 KEGG:fbc:FB2170_03890 PATRIC:42331567 HOGENOM:HOG000252294 OMA:LAGRCIL ProtClustDB:CLSK2757436 BioCyc:MSP313603:GH3X-1056-MONOMER Gene3D:2.60.120.10 InterPro:IPR014710 InterPro:IPR011051 SUPFAM:SSF51182
65508	6	65508_645647345 C7HSX3 EMBL:ACXU01000005 EnsemblBacteria:EEU13239 PATRIC:24495244 OrthoDB:EOG6S7Z0D
65430	11	65430_642887557 E0UEW9 EMBL:CP002198 RefSeq:YP_003886374.1 EnsemblBacteria:ADN13099 GeneID:9737561 KEGG:cyj:Cyan7822_1092 PATRIC:42282748 HOGENOM:HOG000286724 OMA:ASNEGFA BioCyc:CSP497965:GJAC-1108-MONOMER
65416	13	65416_642234475 C9XKL7 EMBL:FN538970 RefSeq:YP_003213561.1 EnsemblBacteria:CBA61005 GeneID:8463599 KEGG:cdc:CD196_0519 PATRIC:19447226 eggNOG:NOG40118 HOGENOM:HOG000285454 OMA:AWAYSWI OrthoDB:EOG6PGKB9 BioCyc:CDIF645462:GJED-604-MONOMER
65363	11	65363_645524408 D9SQ20 EMBL:CP002160 RefSeq:YP_003843920.1 EnsemblBacteria:ADL52156 GeneID:9609317 KEGG:ccb:Clocel_2443 PATRIC:41735403 HOGENOM:HOG000041918 OMA:RINALIH BioCyc:CCEL573061:GIXD-2509-MONOMER
65107	9	65107_640208311 A1HQG6 EMBL:AAWL01000007 ProteinModelPortal:A1HQG6 EnsemblBacteria:EAX47772 PATRIC:30836798 GO:GO:0000166 InterPro:IPR018163 SUPFAM:SSF55186
65058	12	65058_645152918 D1AHR1 EMBL:CP001739 RefSeq:YP_003308226.1 EnsemblBacteria:ACZ08295 GeneID:8596906 KEGG:str:Sterm_1433 PATRIC:32406814 HOGENOM:HOG000277400 OMA:KNISAAN OrthoDB:EOG6ZKXSN BioCyc:STER526218:GHLD-1443-MONOMER
64957	15	64957_642468268 B8DTV8 EMBL:CP001213 RefSeq:YP_002470013.1 STRING:442563.BLA_1149 EnsemblBacteria:ACL29437 GeneID:7264554 KEGG:bla:BLA_1149 PATRIC:21105271 eggNOG:bactNOG40390 HOGENOM:HOG000056619 OMA:KRNGSIN OrthoDB:EOG6384P9 ProtClustDB:CLSK2508381 BioCyc:BANI442563:GHG0-1142-MONOMER
64769	10	64769_644270621 F2NSN6 EMBL:CP002631 RefSeq:YP_004366107.1 EnsemblBacteria:AEB14810 GeneID:10432057 KEGG:tsu:Tresu_1927 PATRIC:54430611 OMA:VFRKYAD BioCyc:TSUC869209:GHSS-1968-MONOMER
64751	18	64751_645573982 C9RRZ8 EMBL:CP001792 EMBL:CP002158 RefSeq:YP_003249816.1 RefSeq:YP_005822126.1 STRING:59374.Fisuc_1741 EnsemblBacteria:ACX75334 EnsemblBacteria:ADL25749 GeneID:12433772 GeneID:8522353 KEGG:fsc:FSU_2239 KEGG:fsu:Fisuc_1741 PATRIC:32143247 eggNOG:NOG42816 HOGENOM:HOG000059871 OMA:RQIAGVQ OrthoDB:EOG60KN0K
64532	15	64532_645575820 B2UWJ8 EMBL:CP001078 RefSeq:YP_001921833.1 STRING:508767.CLH_2452 EnsemblBacteria:ACD52433 GeneID:6320155 KEGG:cbt:CLH_2452 PATRIC:19421155 eggNOG:NOG272515 HOGENOM:HOG000296551 OMA:VCRREGD OrthoDB:EOG6WX4R0 ProtClustDB:CLSK824887 BioCyc:CBOT508767:GHKO-2444-MONOMER
64207	5	64207_643195369 E2N2K5 EMBL:ABZV01000007 EnsemblBacteria:EEB65766 PATRIC:30379308
64188	5	64188_641415346 A8SXG8 EMBL:ABEY02000029 EnsemblBacteria:EDP25370 PATRIC:29082004
64012	14	64012_639861160 Q08ZN0 EMBL:CP002271 EMBL:AAMD01000068 RefSeq:YP_003950057.1 EnsemblBacteria:ADO68230 EnsemblBacteria:EAU65961 GeneID:9873914 KEGG:sur:STAUR_0421 PATRIC:38556196 BioCyc:SAUR378806:GCZI-421-MONOMER InterPro:IPR023902 ProDom:PD034336 TIGRFAMs:TIGR04034
63990	12	63990_640220002 A1ZJI2 EMBL:AAWS01000011 ProteinModelPortal:A1ZJI2 EnsemblBacteria:EAY29285 PATRIC:26274768 Gene3D:2.40.320.10 InterPro:IPR023577 InterPro:IPR012042 Pfam:PF01928 PIRSF:PIRSF016487 SUPFAM:SSF55154
63870	6	63870_641746655 A5TX48 EMBL:CM000440 ProteinModelPortal:A5TX48 EnsemblBacteria:EDK89473 PATRIC:30267109
63853	5	63853_643194943 E2N1D3 EMBL:ABZV01000004 EnsemblBacteria:EEB66366 PATRIC:30378467
63808	10	63808_643982971 D4H674 EMBL:CP001968 RefSeq:YP_003503676.1 EnsemblBacteria:ADD67720 GeneID:8875290 KEGG:dap:Dacet_0942 PATRIC:35351820 HOGENOM:HOG000101454 BioCyc:DACE522772:GHC2-955-MONOMER
63758	14	63758_644080045 D1CI58 EMBL:CP001826 RefSeq:YP_003324251.1 EnsemblBacteria:ACZ43429 GeneID:8640569 KEGG:ttr:Tter_2540 PATRIC:32505497 HOGENOM:HOG000053612 OMA:FMAVTHA OrthoDB:EOG66TG74 BioCyc:TTER525904:GHMJ-2601-MONOMER InterPro:IPR023234 SUPFAM:SSF103501
76480	8	76480_645328999 C4TSV2 EMBL:ACCA01000004 REBASE:21250 EnsemblBacteria:EEP92707 PATRIC:26382617 InterPro:IPR003615 SMART:SM00507
76424	13	76424_642838687 C9XRX1 EMBL:FN538970 RefSeq:YP_003214490.1 STRING:645462.CD196_1462 EnsemblBacteria:CBA62808 GeneID:8464282 KEGG:cdc:CD196_1462 PATRIC:19449226 HOGENOM:HOG000109233 OMA:NTANIKE OrthoDB:EOG6MPWW5 BioCyc:CDIF645462:GJED-1547-MONOMER
76292	5	76292_643123441 B6W455 EMBL:ABWZ01000077 EnsemblBacteria:EEB23246 PATRIC:27001557
76246	5	76246_643155409 B7B7P0 EMBL:ABYH01000074 EnsemblBacteria:EEC97568 PATRIC:25863877
76230	18	76230_641134347 A6DXW8 EMBL:ABCL01000002 ProteinModelPortal:A6DXW8 EnsemblBacteria:EDM32950 PATRIC:28154912 GO:GO:0008080 GO:GO:0017111 GO:GO:0000166 Gene3D:3.40.630.30 InterPro:IPR003593 InterPro:IPR016181 InterPro:IPR000182 InterPro:IPR027417 SMART:SM00382 SUPFAM:SSF52540 SUPFAM:SSF55729 PROSITE:PS51186
76152	5	76152_642183395 B0MZD6 EMBL:ABFK02000020 EnsemblBacteria:EDS02972 PATRIC:24451704
76075	11	76075_643921907 I7HE17 EMBL:AP012492 RefSeq:YP_007601873.1 EnsemblBacteria:BAM33242 GeneID:14953256 KEGG:hcb:HCBAA847_2024 GO:GO:0008168 GO:GO:0003676 InterPro:IPR002052 PROSITE:PS00092
75958	5	75958_640986527 A2P349 EMBL:AAUR01000002 EnsemblBacteria:EAY35634 PATRIC:29696239
75935	16	75935_639309405 Q65P45 EMBL:CP000002 EMBL:AE017333 RefSeq:YP_006711647.1 RefSeq:YP_077462.1 EnsemblBacteria:AAU21824 EnsemblBacteria:AAU39169 GeneID:3029343 GeneID:3099854 KEGG:bld:BLi00205 KEGG:bli:BL02705 OMA:YLKIDWC OrthoDB:EOG67T5RZ ProtClustDB:CLSK758004 BioCyc:BLIC279010:GJ2P-207-MONOMER
75619	7	75619_644182118 C0DBS9 EMBL:ACCJ01000556 EnsemblBacteria:EEG51214 PATRIC:25246391 InterPro:IPR017853 SUPFAM:SSF51445
75391	7	75391_644313799 E7FPB4 EMBL:ACGS02000027 EMBL:AFYE01000074 EnsemblBacteria:EFZ35156 EnsemblBacteria:EGX97951 OrthoDB:EOG6GXV01
75385	15	75385_641929605 Q2T011 EMBL:CP000086 RefSeq:YP_441488.1 STRING:271848.BTH_I0934 EnsemblBacteria:ABC39080 GeneID:3850050 KEGG:bte:BTH_I0934 PATRIC:19304696 eggNOG:NOG43640 HOGENOM:HOG000001317 OMA:LNIISQW OrthoDB:EOG6742W0 ProtClustDB:CLSK753407 BioCyc:BTHA271848:GJMY-934-MONOMER
75303	14	75303_645594274 D0KGV4 EMBL:CP001790 RefSeq:YP_003258095.1 STRING:561231.Pecwa_0664 EnsemblBacteria:ACX86488 GeneID:8529029 KEGG:pwa:Pecwa_0664 PATRIC:32275522 eggNOG:NOG47616 HOGENOM:HOG000289390 OMA:YARRIEW OrthoDB:EOG6GJBQR BioCyc:PWAS561231:GHO0-679-MONOMER
75179	10	75179_645520820 D9SLG1 EMBL:CP002160 RefSeq:YP_003845362.1 EnsemblBacteria:ADL53598 GeneID:9610845 KEGG:ccb:Clocel_3932 PATRIC:41733976 OMA:EANTNIG BioCyc:CCEL573061:GIXD-4038-MONOMER
75051	18	75051_642882994 E0UCH1 EMBL:CP002198 RefSeq:YP_003887317.1 EnsemblBacteria:ADN14042 GeneID:9738540 KEGG:cyj:Cyan7822_2060 PATRIC:42284789 HOGENOM:HOG000069161 OMA:IMIDEIT BioCyc:CSP497965:GJAC-2087-MONOMER GO:GO:0005524 GO:GO:0004386 GO:GO:0003676 InterPro:IPR001650 InterPro:IPR027417 SUPFAM:SSF52540 PROSITE:PS51194
74901	11	74901_642072444 B3ZXG4 EMBL:ABDM02000062 REBASE:31769 EnsemblBacteria:EDX59852 PATRIC:24747771 GO:GO:0003677 GO:GO:0008170 GO:GO:0006306 InterPro:IPR002941 Pfam:PF01555
74753	12	74753_644090491 D1BPV5 EMBL:CP001820 RefSeq:YP_003312692.1 EnsemblBacteria:ACZ25412 GeneID:8637239 KEGG:vpr:Vpar_1736 PATRIC:32532796 HOGENOM:HOG000009246 OMA:TTPYGRG OrthoDB:EOG6BPDMM BioCyc:VPAR479436:GHOS-1800-MONOMER
74605	15	74605_645641440 A3DIW5 EMBL:CP000568 RefSeq:YP_001039087.1 STRING:203119.Cthe_2695 EnsemblBacteria:ABN53894 GeneID:4810689 KEGG:cth:Cthe_2695 PATRIC:19519432 eggNOG:NOG124589 HOGENOM:HOG000245773 OMA:ANIRVEL OrthoDB:EOG6QRWCS ProtClustDB:CLSK965178 BioCyc:CTHE203119:GIW8-2793-MONOMER
74528	12	74528_645595229 D0KCA7 EMBL:CP001790 RefSeq:YP_003261602.1 EnsemblBacteria:ACX89995 GeneID:8532719 KEGG:pwa:Pecwa_4276 eggNOG:NOG68285 HOGENOM:HOG000245793 OMA:WEVYYSE OrthoDB:EOG6FZ4M3 BioCyc:PWAS561231:GHO0-4370-MONOMER
74526	5	74526_643145004 B6XBG9 EMBL:ABXW01000012 EnsemblBacteria:EEB47264 PATRIC:26404543
74376	11	74376_645586350 D9RUC9 EMBL:CP002122 RefSeq:YP_003813823.1 EnsemblBacteria:ADK95438 GeneID:9496507 KEGG:pmz:HMPREF0659_A5743 PATRIC:42431245 HOGENOM:HOG000059687 OrthoDB:EOG6WDSQB BioCyc:PMEL553174:GH7V-739-MONOMER
73986	12	73986_644090608 D1BPJ5 EMBL:CP001820 RefSeq:YP_003312582.1 EnsemblBacteria:ACZ25302 GeneID:8637127 KEGG:vpr:Vpar_1626 PATRIC:32532576 HOGENOM:HOG000244342 OMA:MPPMEYQ OrthoDB:EOG6D8BGX BioCyc:VPAR479436:GHOS-1688-MONOMER
73839	5	73839_641044051 A7AF82 EMBL:AAXE02000102 EnsemblBacteria:EDN86708 PATRIC:25874505
73781	5	73781_640207602 A1HNI0 EMBL:AAWL01000003 EnsemblBacteria:EAX48339 PATRIC:30835254
73778	11	73778_645163961 D2QLK8 EMBL:CP001769 RefSeq:YP_003389097.1 EnsemblBacteria:ADB40298 GeneID:8728076 KEGG:sli:Slin_4316 PATRIC:32438575 HOGENOM:HOG000103159 OMA:NTEWPRI BioCyc:SLIN504472:GHKB-4348-MONOMER
73741	14	73741_637002246 A8A2E3 EMBL:CP000802 RefSeq:YP_001459080.1 STRING:331112.EcHS_A2423 EnsemblBacteria:ABV06697 GeneID:5593144 KEGG:ecx:EcHS_A2423 PATRIC:18314826 eggNOG:NOG300504 HOGENOM:HOG000009755 OrthoDB:EOG6QK4S5 ProtClustDB:CLSK891771 BioCyc:ECOL331112:GHHI-2409-MONOMER
